model,prompt,project,input_file,n_rows,metric_type,pearson_run1,spearman_run1,valid_n_run1,runtime_sec_run1,pearson_run2,spearman_run2,valid_n_run2,runtime_sec_run2,pearson_run3,spearman_run3,valid_n_run3,runtime_sec_run3,pearson_run4,spearman_run4,valid_n_run4,runtime_sec_run4,pearson_run5,spearman_run5,valid_n_run5,runtime_sec_run5,pearson_mean,pearson_std,spearman_mean,spearman_std,total_runtime_sec,accuracy_run1,accuracy_run2,accuracy_run3,accuracy_run4,accuracy_run5,accuracy_mean,accuracy_std
deepseek-v4-flash,prompt2_count_fewshot,bamboo,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,105,numeric_story_point,0.22811593316405315,0.2631291674787997,105,116.57159999999998,0.2935960825494076,0.3211097404846073,105,119.80649999999999,0.31886800062194515,0.34088972757517527,105,117.2396,0.3674834627712269,0.3947055999585791,105,118.5934,0.28689509906082067,0.34779990273490397,105,117.40919999999998,0.2989917156334907,0.05070750353858177,0.33352682764641306,0.047725228548759144,589.6202999999999,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,clover,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,77,numeric_story_point,0.5136410996171338,0.6654346440713059,77,74.58379999999998,0.5707903581732517,0.6207585009474026,77,75.7823,0.5657239509146005,0.660302516071925,77,75.98269999999998,0.5884761577142086,0.5758794809591067,77,73.24559999999998,0.40048221585413857,0.6043525053853003,77,74.96379999999999,0.5278227564546667,0.07644979250197473,0.6253455294870081,0.03787402100376247,374.55819999999994,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,datamanagement,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,934,numeric_story_point,0.34128280722826254,0.42839470333032476,934,879.3566,0.36595217033440913,0.41503916842822625,934,886.6069,0.4094150616573338,0.4448243710064935,934,892.303,0.37907084904062716,0.41144600757161387,934,901.2066000000001,0.3734156937287656,0.4427849224117832,934,891.9845,0.37382731639787964,0.02457292556382622,0.42849783454968826,0.015350796439942409,4451.4576,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,duracloud,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,134,numeric_story_point,0.4737506201040582,0.47537279648926073,134,128.4382,0.4136298842543137,0.45107643568426475,134,128.0083,0.4111449695413572,0.44232439856193656,134,128.96120000000002,0.4637583714592761,0.48197358064689555,134,131.9189,0.4143972902586057,0.4787124075149804,134,125.01180000000001,0.43533622712352216,0.030733960117029894,0.46589192377946753,0.017942953843581605,642.3384,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,jirasoftware_filtered,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,65,numeric_story_point,0.5393297299944639,0.3906309474727571,65,61.4559,0.5020008249303342,0.38081234330777536,65,62.31269999999999,0.33573884169738233,0.3585440588304082,65,62.4649,0.28524810515514687,0.44612835298015857,65,61.7746,0.501273227884235,0.4023473019813368,65,62.3974,0.4327181459323124,0.11403762219496791,0.39569260091448716,0.03246192659754607,310.40549999999996,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,mesos,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,336,numeric_story_point,0.42888093941450356,0.4622756320662108,336,338.7822,0.4521099333645343,0.500599071766042,336,336.3386,0.413861714656168,0.4770772058284917,336,331.24080000000004,0.37458271055303544,0.44373680145111266,336,330.9146,0.36917783943006827,0.40219175610626057,336,351.94629999999995,0.40772262748366195,0.03549489491004951,0.45717609344362353,0.03711976069560704,1689.2224999999999,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,moodle,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,234,numeric_story_point,0.1718395637279025,0.21344849064799684,234,225.3601,0.1727366747742759,0.1801463328212844,234,225.1245,0.10608739169520386,0.18938765085059445,234,226.63869999999997,0.12207172816078996,0.13555733408790352,234,231.8829,0.1475096727856824,0.13351727747454936,234,224.5595,0.14404900622877093,0.02971261750073488,0.1704114171764657,0.03493937739982554,1133.5657,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,mule,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,178,numeric_story_point,0.33093187516212946,0.33957977276110723,178,173.0854,0.3966041666973568,0.4033577281411708,178,169.74060000000003,0.258160300720102,0.31593063497741375,178,177.15839999999997,0.24420851626447834,0.27901689113921707,178,169.743,0.236713561032127,0.32427656453757914,178,176.3165,0.2933236839752387,0.06880171399845617,0.3324323183112976,0.04547947228446237,866.0439,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,mulestudio,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,147,numeric_story_point,0.19272273645906712,0.21719452587064947,147,144.4684,0.15992870821540894,0.1500495729421112,147,146.4685,0.23730397236935552,0.23099728600644764,147,145.3417,0.08305732192601828,0.1475080492415696,147,145.00060000000002,0.2637093079312042,0.2509773526708208,147,139.8149,0.18734440938021082,0.0706822101857552,0.19934535734631972,0.04770608246774737,721.0941,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,springxd,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,706,numeric_story_point,0.3792301973205819,0.4325559694663105,706,678.733,0.3745604069459145,0.4285904461857204,706,683.0089,0.3801054944015852,0.43046062745333197,706,677.8217,0.4204295353132804,0.47257518647629954,706,687.1331,0.3702149250841543,0.42687916367727496,706,694.3425,0.3849081118131033,0.020248704321109916,0.43821227865178747,0.019325569325965034,3421.0392,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,talenddataquality,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,277,numeric_story_point,0.36158680527669296,0.362620819074771,277,270.68100000000004,0.3475996227986738,0.33989184418198654,277,268.3435,0.35007582457340164,0.3947346700709968,277,269.2622,0.368160726939048,0.4161438287568919,277,271.32370000000003,0.3289866402546174,0.4059014972496567,277,280.9517,0.3512819239684868,0.015026462175385832,0.3838585318668606,0.03174363389326521,1360.5621,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,talendesb,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,174,numeric_story_point,0.4060937982646736,0.43792246069368657,174,170.06959999999998,0.2965978709548821,0.3723752372632939,174,172.78990000000005,0.43072717634392516,0.44498822299118396,174,167.6103,0.3117040028070179,0.40382961069779566,174,170.626,0.33065795356868094,0.44360189122950394,174,172.71980000000002,0.35515616038783593,0.05962999832761039,0.42054348457509283,0.03174428213741328,853.8156,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,titanium,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,451,numeric_story_point,0.46416957974671974,0.4050272559765505,451,453.8828,0.44349649766346166,0.36950245506998547,451,461.29830000000004,0.37838308717738023,0.37630468007996554,451,454.461,0.41177617315841514,0.34617792827953187,451,467.5943,0.46307739497060035,0.3295616051364525,451,451.4399,0.4321805465433154,0.03679833326809972,0.36531478490849717,0.028982338937023237,2288.6763,,,,,,,
deepseek-v4-flash,prompt2_count_fewshot,usergrid,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv,97,numeric_story_point,0.27220806194512626,0.23478598733117545,97,95.28540000000001,0.28784101718675353,0.2565855532470468,97,996.6887,0.19984509234427653,0.2645610719529387,97,96.65790000000001,0.3258111640797029,0.2760016173657964,97,93.56349999999999,0.2561545796825112,0.2688845280643894,97,94.5906,0.26837198304767407,0.04620123917090532,0.26016375159226934,0.01583556742889806,1376.7861,,,,,,,
