project_name,experiment_timestamp,model_used,test_samples_count,zero_shot_pearson,zero_shot_spearman,zero_shot_mae,few_shot_pearson,few_shot_spearman,few_shot_mae,best_pearson,best_spearman,best_mae,output_directory
jirasoftware_filtered,2025-09-03T01:33:04.799587,gpt-4o-mini,65,0.36548461216568695,0.43269671207745247,2.6307692307692307,0.25720044988142926,0.24710267276518813,2.8153846153846156,0.36548461216568695,0.43269671207745247,2.6307692307692307,story_point_results_openai_20250903_013305
