source_filename,csv_filename,total_rows,valid_predictions,accuracy,precision,recall,f1,mae,rmse,pearson,spearman,predicted_mean,actual_mean,derived_pairwise_accuracy,output_folder
appceleratorstudio,story_point_prediction_openai_appceleratorstudio_20251121_195324.csv,2919,2919,0.3223706748886605,0.1049561913605297,0.10657378856035862,0.09343873810547347,5.76978417266187,58.91990603494576,0.026779683784498798,0.30448681981091236,0.986639260020555,5.635491606714628,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_appceleratorstudio_20251121_195324
aptanastudio,story_point_prediction_openai_aptanastudio_20251121_221552.csv,826,826,0.1549636803874092,0.09918492174779467,0.0721942413967701,0.056510430668627314,5.8075060532687655,35.695019016195886,0.02187979372816143,0.2609218460367994,3.3414043583535107,8.030266343825666,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_aptanastudio_20251121_221552
bamboo,story_point_prediction_openai_bamboo_20251122_001916.csv,520,520,0.1326923076923077,0.13266356977248978,0.10725071992353098,0.06515179498538126,2.773076923076923,3.4895448237446494,0.20956264004312286,0.24706134636015828,4.701923076923077,2.421153846153846,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_bamboo_20251122_001916
clover,story_point_prediction_openai_clover_20251122_012046.csv,384,384,0.13802083333333334,0.10985770594506827,0.08476628384182174,0.060578833263453036,8.950520833333334,72.49915588589062,0.05994031103946332,0.49006682196124374,0.3619791666666667,4.59375,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_clover_20251122_012046
datamanagement,story_point_prediction_openai_datamanagement_20251122_110511.csv,4643,4643,0.07129011415033383,0.03684829774129901,0.0163384943815257,0.010123954863800065,9.724316174886926,51.289841654941924,0.06991042758309331,0.42071052953269705,5.039198793883265,9.5233685117381,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_datamanagement_20251122_110511
duracloud,story_point_prediction_openai_duracloud_20251122_123335.csv,666,666,0.05405405405405406,0.10531943960046482,0.10892962149767955,0.03463397277789403,3.3873873873873874,4.052582315440788,0.39682165083395676,0.47294505179709523,5.286786786786787,2.1276276276276276,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_duracloud_20251122_123335
jirasoftware_filtered,story_point_prediction_openai_jirasoftware_filtered_20251122_131757.csv,361,284,0.176056338028169,0.19134267200304933,0.0904520864264096,0.0891163737840917,274.55281690140845,523.0849949786659,-0.037314134498953225,0.21556539303793978,-266.74295774647885,4.323943661971831,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_jirasoftware_filtered_20251122_131757
mesos,story_point_prediction_openai_mesos_20251122_170157.csv,1680,1680,0.18928571428571428,0.08923604674115382,0.07492051716576012,0.05644595471308824,5.341666666666667,52.01451262685755,0.010897857865683837,0.3997945509858577,3.0952380952380953,3.085714285714286,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_mesos_20251122_170157
moodle,story_point_prediction_openai_moodle_20251122_192353.csv,1166,1166,0.1183533447684391,0.03423325003729729,0.05070808321908208,0.0379508896302335,13.643224699828474,47.94559881750488,0.03528296100827718,0.3584103252802622,3.1663807890222984,15.53859348198971,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_moodle_20251122_192353
mule,story_point_prediction_openai_mule_20251122_223745.csv,888,888,0.2849099099099099,0.1746745063186626,0.12135209968076771,0.11596263360545707,5.886261261261262,58.38049895005744,0.0614796962596824,0.4029170637230888,1.7432432432432432,5.077702702702703,,/Users/macab/Documents/StoryPoint/research questions/RQ1_ZeroShot_Direct/openai/story_point_prediction_openai_mule_20251122_223745
