model,prompt,project,metric_type,runtime_sec_run1,pearson_run1,spearman_run1,mae_run1,rmse_run1,valid_n_run1,runtime_sec_run2,pearson_run2,spearman_run2,mae_run2,rmse_run2,valid_n_run2,runtime_sec_run3,pearson_run3,spearman_run3,mae_run3,rmse_run3,valid_n_run3,runtime_sec_run4,pearson_run4,spearman_run4,mae_run4,rmse_run4,valid_n_run4,runtime_sec_run5,pearson_run5,spearman_run5,mae_run5,rmse_run5,valid_n_run5,total_runtime_sec,pearson_mean,pearson_std,spearman_mean,spearman_std,accuracy_run1,accuracy_run2,accuracy_run3,accuracy_run4,accuracy_run5,accuracy_mean,accuracy_std
qwen,prompt2_scale,talenddataquality,numeric_story_point,736857.752,0.38608153370208215,0.4262720236074557,4.054151624548736,5.962881575102792,277,692128.934,0.331126093250362,0.3736556428405231,4.166064981949458,6.201199371590095,277,695310.9759999999,0.3906762219524924,0.4392362447092435,4.093862815884476,5.8949896121262,277,681989.673,0.461915505790619,0.43828421780175136,3.8050541516245486,5.074178989627048,277,686601.4010000001,0.40235921579725403,0.4443795262231782,4.101083032490974,5.853814825773056,277,3492888.736,0.3944317140985619,0.04665923887401269,0.4243655310364304,0.029114238116898526,,,,,,,
qwen,prompt2_scale,talendesb,numeric_story_point,487521.073,0.40873001588417895,0.5375555698079726,2.2528735632183907,3.1731633297454733,174,457162.5850000001,0.4093830317266912,0.5632584873432197,2.1954022988505746,3.205598550811614,174,459375.743,0.5003319353609156,0.5649917963107203,2.235632183908046,3.0933744547405473,174,451844.56,0.4908997299029464,0.6052573962430255,2.2298850574712645,3.136730855487942,174,455433.4,0.5935696741138377,0.6071931829470655,2.2011494252873565,3.042798167748754,174,2311337.361,0.48058287739771394,0.07663995482038069,0.5756512865304008,0.029957898782743155,,,,,,,
qwen,prompt2_scale,titanium,numeric_story_point,1337018.2510000002,0.345100915617887,0.3669410863800488,3.7804878048780486,6.123814876974166,451,1267280.7,0.33469166953161883,0.35285156757047104,3.9002217294900223,6.34642906385376,451,1268270.0350000001,0.4238063003331243,0.37029449440935447,3.7361419068736144,5.908203924560381,451,1248784.6269999999,0.3553128256140928,0.3550791090658186,3.787139689578714,6.06871224335797,451,1260016.875,0.3977457561930412,0.37652411666157276,3.8647450110864745,6.507883672065386,451,6381370.488,0.3713314934579528,0.03787623352147505,0.36433807481745306,0.010104732986345325,,,,,,,
qwen,prompt2_scale,usergrid,numeric_story_point,302140.69800000003,0.29346308661236997,0.24308271047273375,1.5360824742268042,2.0534105398971794,97,287357.12,0.20018577098029153,0.19246233466884408,1.5051546391752577,2.1201050353283777,97,287845.387,0.2964494206219223,0.3089125522945325,1.422680412371134,2.0609276261946636,97,283055.394,0.1956591812508431,0.19352348644241454,1.556701030927835,2.1466828882441886,97,285732.958,0.21124397037843598,0.19016504917621255,1.577319587628866,2.1466828882441886,97,1446131.557,0.23940028596877258,0.05104221466945736,0.22562922661094748,0.05154916485701442,,,,,,,
qwen,prompt3_pairwise,appceleratorstudio,classification,2116760.114,,,,,584,2308965.832,,,,,584,2272957.252,,,,,584,2277881.0089999996,,,,,584,83248.09700000001,,,,,584,9059812.304,,,,,0.684931506849315,0.6917808219178082,0.6815068493150684,0.6592465753424658,0.6797945205479452,0.6794520547945206,0.012192454191039637
qwen,prompt3_pairwise,aptanastudio,classification,633094.8019999999,,,,,166,684858.483,,,,,166,680377.227,,,,,166,676374.6430000002,,,,,166,53430.945999999996,,,,,166,2728136.1010000003,,,,,0.572289156626506,0.5542168674698795,0.608433734939759,0.5903614457831325,0.5903614457831325,0.5831325301204819,0.02060557997167117
qwen,prompt3_pairwise,bamboo,classification,417036.37,,,,,105,427535.933,,,,,105,429371.49100000004,,,,,105,431594.62399999995,,,,,105,40297.259000000005,,,,,105,1745835.6770000001,,,,,0.6857142857142857,0.6095238095238096,0.6952380952380952,0.638095238095238,0.6952380952380952,0.6647619047619047,0.03891965093657626
qwen,prompt3_pairwise,clover,classification,300178.525,,,,,77,320462.74000000005,,,,,77,318777.48699999996,,,,,77,322148.73399999994,,,,,77,32419.052,,,,,77,1293986.538,,,,,0.7792207792207793,0.7532467532467533,0.7792207792207793,0.8051948051948052,0.8181818181818182,0.787012987012987,0.02531634894755576
qwen,prompt3_pairwise,datamanagement,classification,3835257.4850000003,,,,,934,4108411.471,,,,,934,4051154.884,,,,,934,4176855.4209999996,,,,,934,597577.5299999999,,,,,934,16769256.791,,,,,0.5974304068522484,0.6167023554603854,0.6145610278372591,0.6113490364025695,0.607066381156317,0.6094218415417558,0.007623547374268912
qwen,prompt3_pairwise,duracloud,classification,578468.048,,,,,134,619800.398,,,,,134,606602.3269999999,,,,,134,631095.8790000002,,,,,134,115400.805,,,,,134,2551367.4570000004,,,,,0.7761194029850746,0.7835820895522388,0.7835820895522388,0.7910447761194029,0.7761194029850746,0.782089552238806,0.00624373154129905
qwen,prompt3_pairwise,jirasoftware_filtered,classification,285998.8190000001,,,,,65,302324.25299999997,,,,,65,295170.593,,,,,65,306490.74799999996,,,,,65,58904.298,,,,,65,1248888.711,,,,,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.6923076923076923,0.7076923076923077,0.7046153846153846,0.0068802091615378395
qwen,prompt3_pairwise,mesos,classification,1513958.997,,,,,336,1592117.4780000001,,,,,336,1562081.4160000002,,,,,336,1628682.3250000002,,,,,336,334599.82999999996,,,,,336,6631440.046000001,,,,,0.6994047619047619,0.6815476190476191,0.7113095238095238,0.7142857142857143,0.6994047619047619,0.7011904761904761,0.012904454398023098
qwen,prompt3_pairwise,moodle,classification,1069786.4610000001,,,,,234,1133864.504,,,,,234,1122386.8620000002,,,,,234,1160816.5439999998,,,,,234,264505.842,,,,,234,4751360.2129999995,,,,,0.5683760683760684,0.5256410256410257,0.5470085470085471,0.5470085470085471,0.5641025641025641,0.5504273504273505,0.01693300235569139
qwen,prompt3_pairwise,mule,classification,432547.94600000005,,,,,178,881055.7339999999,,,,,178,866824.564,,,,,178,898562.2039999999,,,,,178,215789.886,,,,,178,3294780.334,,,,,0.7247191011235955,0.7584269662921348,0.7191011235955056,0.7359550561797753,0.7415730337078652,0.7359550561797753,0.015385465098459719
qwen,prompt3_pairwise,mulestudio,classification,266101.316,,,,,147,735693.4980000001,,,,,147,724719.734,,,,,147,751558.6739999999,,,,,147,188081.076,,,,,147,2666154.298,,,,,0.6054421768707483,0.6122448979591837,0.6258503401360545,0.5986394557823129,0.6190476190476191,0.6122448979591837,0.010756046463157766
qwen,prompt3_pairwise,springxd,classification,1359348.8110000002,,,,,706,3659653.891,,,,,706,3608458.348,,,,,706,3729615.2469999995,,,,,706,1029937.8679999999,,,,,706,13387014.165000001,,,,,0.6543909348441926,0.6444759206798867,0.6473087818696884,0.6317280453257791,0.6770538243626062,0.6509915014164306,0.01671748172670883
qwen,prompt3_pairwise,talenddataquality,classification,592122.337,,,,,277,1494248.97,,,,,277,1475017.892,,,,,277,1518551.864,,,,,277,462855.966,,,,,277,5542797.029,,,,,0.6859205776173285,0.6714801444043321,0.6606498194945848,0.7075812274368231,0.6823104693140795,0.6815884476534295,0.01757496237492864
qwen,prompt3_pairwise,talendesb,classification,389055.121,,,,,174,950449.024,,,,,174,939706.006,,,,,174,971617.108,,,,,174,307865.38300000003,,,,,174,3558692.642,,,,,0.7471264367816092,0.735632183908046,0.7126436781609196,0.7413793103448276,0.7241379310344828,0.732183908045977,0.013840913308956653
qwen,prompt3_pairwise,titanium,classification,1071164.633,,,,,451,2539645.101,,,,,451,2505663.2509999997,,,,,451,2577810.824,,,,,451,865851.7379999999,,,,,451,9560135.547,,,,,0.656319290465632,0.656319290465632,0.6430155210643016,0.6674057649667405,0.6651884700665188,0.6576496674057649,0.009613961591431804
qwen,prompt3_pairwise,usergrid,classification,239663.479,,,,,97,557943.56,,,,,97,550067.6419999999,,,,,97,565751.165,,,,,97,198725.36399999997,,,,,97,2112151.21,,,,,0.5876288659793815,0.6082474226804123,0.6185567010309279,0.6288659793814433,0.5567010309278351,0.6,0.028607086444353818
qwen,prompt4_pairwise_fewshot,appceleratorstudio,numeric_story_point,96978.814,0.2861392417158426,0.29133474437520634,3.1678082191780823,3.67609828896576,584,103601.136,0.2706863925066108,0.2658473198918357,3.1232876712328768,3.654140080241506,584,103580.093,0.3101238337165248,0.3036537680682341,3.1284246575342465,3.6548429121275197,584,105784.12,0.2922997431590209,0.30312431732652145,3.154109589041096,3.6714373281855868,584,102274.12299999999,0.2091869455215218,0.22782987562178864,3.125,3.700472017281705,584,512218.28599999996,0.27368723132390416,0.03872465640818396,0.27835800505671726,0.032137403133296195,,,,,,,
qwen,prompt4_pairwise_fewshot,aptanastudio,numeric_story_point,62585.50700000001,0.3405186636339407,0.3420639574947234,4.602409638554217,6.670380491667207,166,62590.38,0.29086677207070155,0.34959860135433696,4.86144578313253,6.925159299633562,166,61854.292,0.30228977633256804,0.3745095066550449,4.716867469879518,6.736432147085663,166,64455.739,0.4268619049899699,0.22997682721155638,4.686746987951807,6.584940833685033,166,63817.804,0.2944738152484744,0.30324090643626705,4.650602409638554,6.729721883295477,166,315303.722,0.33100218645513096,0.05711660192391693,0.3198779598303857,0.05638959594907388,,,,,,,
qwen,prompt4_pairwise_fewshot,bamboo,numeric_story_point,46964.74,0.2573030273680824,0.2787669784491905,0.8,1.2873006086935783,105,48793.532999999996,0.21713396707033694,0.2471040414761037,0.9714285714285714,1.4735767952260144,105,50235.05299999999,0.2519021234091743,0.26297018162849706,0.9619047619047619,1.450779757496604,105,50005.823000000004,0.3587649103764819,0.3390286920017276,0.8095238095238095,1.2835961388299078,105,48238.022000000004,0.19914220830619087,0.21174533032604775,0.9333333333333333,1.4006801069140526,105,244237.17099999997,0.2568492473060533,0.06188474804952755,0.26792304477631335,0.04687083666171731,,,,,,,
qwen,prompt4_pairwise_fewshot,clover,numeric_story_point,37728.665,0.2669772342496489,0.44047497439533073,3.6233766233766236,8.40917865872082,77,37517.75999999999,0.45199346124955664,0.5962668180943607,3.4155844155844157,8.30975017987593,77,37417.15500000001,0.41614169791645295,0.5377810116989965,3.5844155844155843,8.391399431297764,77,38569.395,0.2752379896341204,0.39642607969596944,3.5324675324675323,8.396041120284398,77,39033.42299999999,0.397161515281839,0.5148068802661566,3.5324675324675323,8.282354894436883,77,190266.398,0.3615023796663236,0.0848855302767491,0.49715115283016276,0.07928454263541143,,,,,,,
qwen,prompt4_pairwise_fewshot,datamanagement,numeric_story_point,698943.919,0.31872237935901754,0.30223849173565065,6.630620985010706,14.621381486503791,934,699937.274,0.34876293862766905,0.3108782473409309,6.646680942184155,14.595399820884577,934,692835.3389999999,0.2512091684507164,0.2563867751763858,6.65203426124197,14.692457532733512,934,707489.237,0.26032153860197954,0.2659121032027842,6.649892933618844,14.708698936722273,934,683622.433,0.2618351129196751,0.2806401475136572,6.6038543897216275,14.665798754412426,934,3482828.2019999996,0.28817022759181155,0.04312806002001428,0.2832111529938818,0.023199796159409054,,,,,,,
qwen,prompt4_pairwise_fewshot,duracloud,numeric_story_point,134285.58299999998,0.3174403287781451,0.2936776923459023,1.1791044776119404,1.5356461035094904,134,132671.373,0.3459657188938051,0.42827449847970384,1.4402985074626866,2.117799477492067,134,132278.586,0.44837344210694463,0.5379841910889269,1.0,1.471114918854952,134,135461.886,0.38163252689754823,0.39927334781442897,1.1492537313432836,1.5258958709411412,134,129826.02800000002,0.3734631000020652,0.40685282205122647,1.0746268656716418,1.588202776631968,134,664523.4560000001,0.37337502333570166,0.04892064228420226,0.41321251035603773,0.08706054560413609,,,,,,,
qwen,prompt4_pairwise_fewshot,jirasoftware_filtered,numeric_story_point,68915.89899999999,0.41710176911367125,0.5170852060095189,2.1384615384615384,3.01534536866139,65,69539.43800000001,0.4321346028930003,0.4831264426327336,2.1846153846153844,2.9922978050064057,65,69492.97700000001,0.4525806492703913,0.44127655300738483,1.9384615384615385,2.8065856617824934,65,69446.32499999998,0.4832071669616141,0.5376236172978135,2.4307692307692306,3.1476486950884954,65,68780.866,0.2524708533816502,0.3246267358815046,2.292307692307692,3.2129545473095202,65,346175.50499999995,0.4074990083240655,0.09013453000113013,0.46074771096579104,0.08439886226029814,,,,,,,
qwen,prompt4_pairwise_fewshot,mesos,numeric_story_point,380914.26800000004,0.32569025766858306,0.3627993177112044,1.244047619047619,1.8403545207119094,336,376569.029,0.303869583931297,0.38131759966430967,1.2291666666666667,1.8763883748662837,336,377910.86400000006,0.3361804705713239,0.36786072795880836,1.244047619047619,1.8451996923807203,336,387992.99,0.31245207290847105,0.37603190754038035,1.2529761904761905,1.844393047667908,336,372325.064,0.3359207642120612,0.38180584295494596,1.2589285714285714,1.8411629347727356,336,1895712.215,0.3228226298583472,0.01436125623581323,0.37396307916592975,0.008392648963935552,,,,,,,
qwen,prompt4_pairwise_fewshot,moodle,numeric_story_point,295504.24,0.018834735581902157,0.06465767151204811,5.94017094017094,10.576138277022519,234,294576.23600000003,0.12239404568263375,0.21107107874130482,5.747863247863248,10.35172061341107,234,292990.657,0.06072700644431814,0.09382723263191085,5.82051282051282,10.505594765053589,234,301368.297,0.03459131169912987,0.13155909684318587,5.85042735042735,10.537478898601009,234,289747.872,0.09936436878950325,0.1350387405336066,5.756410256410256,10.425355350683937,234,1474187.3020000001,0.06718229363949743,0.04337439547525575,0.12723076405241124,0.05509102728674721,,,,,,,
qwen,prompt4_pairwise_fewshot,mule,numeric_story_point,245718.61599999998,0.3430983051761096,0.3576794953459239,2.691011235955056,3.746908838322148,178,242021.69799999997,0.30942626172210197,0.42808895278719095,2.730337078651685,3.9004465316252466,178,240229.66100000002,0.4353438176850781,0.3777055915467547,2.634831460674157,3.6604475688765685,178,245468.48500000002,0.36622096395949455,0.33899014286417106,2.808988764044944,3.777520737381638,178,237687.08499999996,0.39497037216908465,0.3945227603448404,2.657303370786517,3.681871776050994,178,1211125.545,0.3698119441423738,0.04821907619824297,0.3793973885777762,0.03430349787571025,,,,,,,
qwen,prompt4_pairwise_fewshot,mulestudio,numeric_story_point,212304.464,0.14127103816635675,0.16022947270974397,5.54421768707483,7.319250547113999,147,209755.593,0.2265259352752334,0.259261840317131,5.442176870748299,7.196938124462856,147,209425.03300000002,0.1393655358418444,0.2108887593551227,5.469387755102041,7.288981526981686,147,213919.74800000002,0.30604142800117895,0.28590430112514087,5.530612244897959,7.213460584590601,147,209413.18,0.17883552828522514,0.2133657216548741,5.523809523809524,7.320644557325118,147,1054818.0180000002,0.19840789311396773,0.06983784743576012,0.22593001903240256,0.048498937284910094,,,,,,,
qwen,prompt4_pairwise_fewshot,springxd,numeric_story_point,1187604.526,0.27813593492312433,0.3266752422518598,1.7039660056657224,2.606105274648278,706,1179338.0150000001,0.25978835526683414,0.28277025338424894,1.7691218130311614,2.6196576555524613,706,1170594.004,0.2544790960279492,0.31641691455823207,1.7365439093484418,2.63555983377228,706,1192394.494,0.2573355622927981,0.29036990220359093,1.7592067988668556,2.639319167081234,706,1165054.902,0.25552641399733644,0.32689116914328814,1.6954674220963173,2.5935745401249095,706,5894985.941,0.2610530725016084,0.00975967086084427,0.30862469630824396,0.02074785911042891,,,,,,,
qwen,prompt4_pairwise_fewshot,talenddataquality,numeric_story_point,537962.156,0.32256908087722985,0.39336264561482037,2.0433212996389893,3.7829180950794354,277,535531.5210000001,0.4279927010986324,0.45045211387775036,1.9566787003610109,3.5607162707818816,277,534453.2609999999,0.3700903611935403,0.38459658876822606,1.9783393501805053,3.6764446803079496,277,539380.061,0.3419366043135924,0.3125343570310815,2.104693140794224,3.7613846440417675,277,527794.833,0.39984097553028153,0.38002532593838845,2.032490974729242,3.638442956542598,277,2675121.832,0.3724859446026553,0.04260279342339176,0.3841942062460533,0.04905824616824254,,,,,,,
qwen,prompt4_pairwise_fewshot,talendesb,numeric_story_point,357722.86199999996,0.35403367149487985,0.3947737262575318,1.528735632183908,2.059460927122636,174,356121.97000000003,0.2968498331813333,0.4018736803374944,1.4252873563218391,2.0761369963434992,174,353924.42100000003,0.2560331489770787,0.3881849385948951,1.4885057471264367,2.1213203435596424,174,357502.26399999997,0.36649105890705,0.3831384873624178,1.6149425287356323,2.1402008714405625,174,349921.233,0.1660980846999208,0.24078318974387097,1.7126436781609196,2.363515791475006,174,1775192.75,0.2879011594520525,0.08136571654828106,0.361750804459242,0.06798845264129887,,,,,,,
qwen,prompt4_pairwise_fewshot,titanium,numeric_story_point,1005204.2019999999,0.3656876078763918,0.3535724460489141,2.9822616407982263,4.125256156798239,451,997199.1399999999,0.30324561037545594,0.25068742507434966,3.0776053215077606,4.242640687119285,451,993368.989,0.29749771940238023,0.32163131410495704,3.048780487804878,4.237149608769478,451,1003450.947,0.3446172272567347,0.28792214186474074,3.0997782705099777,4.18899413228937,451,983655.885,0.3010179466333423,0.304300749451073,3.1019955654101996,4.230865364141244,451,4982879.163,0.322413222308861,0.030869190690381024,0.3036228153088069,0.03830273462997364,,,,,,,
qwen,prompt4_pairwise_fewshot,usergrid,numeric_story_point,230595.97199999998,0.11568595956510755,0.0997804214871691,1.4948453608247423,1.9922530373796532,97,228785.55899999998,0.16668128577662852,0.12561647538592524,1.6185567010309279,2.1030169786216977,97,228149.81400000004,0.22371739300562926,0.1995505263886466,1.4845360824742269,2.0609276261946636,97,229728.181,0.23186538256332806,0.21520839557544272,1.3402061855670102,1.8941037104602751,97,225977.818,0.07962204207274469,0.1113591578200375,1.597938144329897,2.1610421311912233,97,1143237.344,0.16351441259668764,0.06639234478228347,0.15030299533144423,0.053189772304103114,,,,,,,
