model,prompt,project,metric,mean,std,min,max,n_runs,total_runtime
qwen,prompt4_pairwise_fewshot,appceleratorstudio,rmse,3.6713981253604153,0.018969050271048733,3.654140080241506,3.700472017281705,5,512218.28599999996
qwen,prompt4_pairwise_fewshot,aptanastudio,pearson,0.33100218645513096,0.05711660192391693,0.29086677207070155,0.4268619049899699,5,315303.722
qwen,prompt4_pairwise_fewshot,aptanastudio,spearman,0.3198779598303857,0.05638959594907388,0.22997682721155638,0.3745095066550449,5,315303.722
qwen,prompt4_pairwise_fewshot,aptanastudio,mae,4.703614457831326,0.09800966000008052,4.602409638554217,4.86144578313253,5,315303.722
qwen,prompt4_pairwise_fewshot,aptanastudio,rmse,6.729326931073388,0.12522278596109512,6.584940833685033,6.925159299633562,5,315303.722
qwen,prompt4_pairwise_fewshot,bamboo,pearson,0.2568492473060533,0.06188474804952755,0.19914220830619087,0.3587649103764819,5,244237.17099999997
qwen,prompt4_pairwise_fewshot,bamboo,spearman,0.26792304477631335,0.04687083666171731,0.21174533032604775,0.3390286920017276,5,244237.17099999997
qwen,prompt4_pairwise_fewshot,bamboo,mae,0.8952380952380953,0.08384198505551908,0.8,0.9714285714285714,5,244237.17099999997
qwen,prompt4_pairwise_fewshot,bamboo,rmse,1.3791866814320315,0.08955114692124919,1.2835961388299078,1.4735767952260144,5,244237.17099999997
qwen,prompt4_pairwise_fewshot,clover,pearson,0.3615023796663236,0.0848855302767491,0.2669772342496489,0.45199346124955664,5,190266.398
qwen,prompt4_pairwise_fewshot,clover,spearman,0.49715115283016276,0.07928454263541143,0.39642607969596944,0.5962668180943607,5,190266.398
qwen,prompt4_pairwise_fewshot,clover,mae,3.5376623376623377,0.07824607964359515,3.4155844155844157,3.6233766233766236,5,190266.398
qwen,prompt4_pairwise_fewshot,clover,rmse,8.35774485692316,0.057514792879050106,8.282354894436883,8.40917865872082,5,190266.398
qwen,prompt4_pairwise_fewshot,datamanagement,pearson,0.28817022759181155,0.04312806002001428,0.2512091684507164,0.34876293862766905,5,3482828.2019999996
qwen,prompt4_pairwise_fewshot,datamanagement,spearman,0.2832111529938818,0.023199796159409054,0.2563867751763858,0.3108782473409309,5,3482828.2019999996
qwen,prompt4_pairwise_fewshot,datamanagement,mae,6.636616702355461,0.02015295336608566,6.6038543897216275,6.65203426124197,5,3482828.2019999996
qwen,prompt4_pairwise_fewshot,datamanagement,rmse,14.656747306251315,0.047619260979803485,14.595399820884577,14.708698936722273,5,3482828.2019999996
qwen,prompt4_pairwise_fewshot,duracloud,pearson,0.37337502333570166,0.04892064228420226,0.3174403287781451,0.44837344210694463,5,664523.4560000001
qwen,prompt4_pairwise_fewshot,duracloud,spearman,0.41321251035603773,0.08706054560413609,0.2936776923459023,0.5379841910889269,5,664523.4560000001
qwen,prompt4_pairwise_fewshot,duracloud,mae,1.1686567164179107,0.16700418782924617,1.0,1.4402985074626866,5,664523.4560000001
qwen,prompt4_pairwise_fewshot,duracloud,rmse,1.6477318294859238,0.26603949223693046,1.471114918854952,2.117799477492067,5,664523.4560000001
qwen,prompt4_pairwise_fewshot,jirasoftware_filtered,pearson,0.4074990083240655,0.09013453000113013,0.2524708533816502,0.4832071669616141,5,346175.50499999995
qwen,prompt4_pairwise_fewshot,jirasoftware_filtered,spearman,0.46074771096579104,0.08439886226029814,0.3246267358815046,0.5376236172978135,5,346175.50499999995
qwen,prompt4_pairwise_fewshot,jirasoftware_filtered,mae,2.1969230769230768,0.18313509095326735,1.9384615384615385,2.4307692307692306,5,346175.50499999995
qwen,prompt4_pairwise_fewshot,jirasoftware_filtered,rmse,3.0349664155696607,0.1571149544659709,2.8065856617824934,3.2129545473095202,5,346175.50499999995
qwen,prompt4_pairwise_fewshot,mesos,pearson,0.3228226298583472,0.01436125623581323,0.303869583931297,0.3361804705713239,5,1895712.215
qwen,prompt4_pairwise_fewshot,mesos,spearman,0.37396307916592975,0.008392648963935552,0.3627993177112044,0.38180584295494596,5,1895712.215
qwen,prompt4_pairwise_fewshot,mesos,mae,1.2458333333333331,0.011254565714993434,1.2291666666666667,1.2589285714285714,5,1895712.215
qwen,prompt4_pairwise_fewshot,mesos,rmse,1.8494997140799114,0.015171558574321694,1.8403545207119094,1.8763883748662837,5,1895712.215
qwen,prompt4_pairwise_fewshot,moodle,pearson,0.06718229363949743,0.04337439547525575,0.018834735581902157,0.12239404568263375,5,1474187.3020000001
qwen,prompt4_pairwise_fewshot,moodle,spearman,0.12723076405241124,0.05509102728674721,0.06465767151204811,0.21107107874130482,5,1474187.3020000001
qwen,prompt4_pairwise_fewshot,moodle,mae,5.823076923076923,0.07836959027744261,5.747863247863248,5.94017094017094,5,1474187.3020000001
qwen,prompt4_pairwise_fewshot,moodle,rmse,10.479257580954425,0.09033322600752124,10.35172061341107,10.576138277022519,5,1474187.3020000001
qwen,prompt4_pairwise_fewshot,mule,pearson,0.3698119441423738,0.04821907619824297,0.30942626172210197,0.4353438176850781,5,1211125.545
qwen,prompt4_pairwise_fewshot,mule,spearman,0.3793973885777762,0.03430349787571025,0.33899014286417106,0.42808895278719095,5,1211125.545
qwen,prompt4_pairwise_fewshot,mule,mae,2.704494382022472,0.06864515682744247,2.634831460674157,2.808988764044944,5,1211125.545
qwen,prompt4_pairwise_fewshot,mule,rmse,3.7534390904513186,0.09487236326706942,3.6604475688765685,3.9004465316252466,5,1211125.545
qwen,prompt4_pairwise_fewshot,mulestudio,pearson,0.19840789311396773,0.06983784743576012,0.1393655358418444,0.30604142800117895,5,1054818.0180000002
qwen,prompt4_pairwise_fewshot,mulestudio,spearman,0.22593001903240256,0.048498937284910094,0.16022947270974397,0.28590430112514087,5,1054818.0180000002
qwen,prompt4_pairwise_fewshot,mulestudio,mae,5.50204081632653,0.043928936846157694,5.442176870748299,5.54421768707483,5,1054818.0180000002
qwen,prompt4_pairwise_fewshot,mulestudio,rmse,7.2678550680948515,0.05886961319665461,7.196938124462856,7.320644557325118,5,1054818.0180000002
qwen,prompt4_pairwise_fewshot,springxd,pearson,0.2610530725016084,0.00975967086084427,0.2544790960279492,0.27813593492312433,5,5894985.941
qwen,prompt4_pairwise_fewshot,springxd,spearman,0.30862469630824396,0.02074785911042891,0.28277025338424894,0.32689116914328814,5,5894985.941
qwen,prompt4_pairwise_fewshot,springxd,mae,1.7328611898017,0.03261790868035187,1.6954674220963173,1.7691218130311614,5,5894985.941
qwen,prompt4_pairwise_fewshot,springxd,rmse,2.6188432942358326,0.019365783772803395,2.5935745401249095,2.639319167081234,5,5894985.941
qwen,prompt4_pairwise_fewshot,talenddataquality,pearson,0.3724859446026553,0.04260279342339176,0.32256908087722985,0.4279927010986324,5,2675121.832
qwen,prompt4_pairwise_fewshot,talenddataquality,spearman,0.3841942062460533,0.04905824616824254,0.3125343570310815,0.45045211387775036,5,2675121.832
qwen,prompt4_pairwise_fewshot,talenddataquality,mae,2.023104693140794,0.05824482101008866,1.9566787003610109,2.104693140794224,5,2675121.832
qwen,prompt4_pairwise_fewshot,talenddataquality,rmse,3.6839813293507264,0.0909733146021467,3.5607162707818816,3.7829180950794354,5,2675121.832
qwen,prompt4_pairwise_fewshot,talendesb,pearson,0.2879011594520525,0.08136571654828106,0.1660980846999208,0.36649105890705,5,1775192.75
qwen,prompt4_pairwise_fewshot,talendesb,spearman,0.361750804459242,0.06798845264129887,0.24078318974387097,0.4018736803374944,5,1775192.75
qwen,prompt4_pairwise_fewshot,talendesb,mae,1.554022988505747,0.11222358917580125,1.4252873563218391,1.7126436781609196,5,1775192.75
qwen,prompt4_pairwise_fewshot,talendesb,rmse,2.1521269859882692,0.12261523712710115,2.059460927122636,2.363515791475006,5,1775192.75
qwen,prompt4_pairwise_fewshot,titanium,pearson,0.322413222308861,0.030869190690381024,0.29749771940238023,0.3656876078763918,5,4982879.163
qwen,prompt4_pairwise_fewshot,titanium,spearman,0.3036228153088069,0.03830273462997364,0.25068742507434966,0.3535724460489141,5,4982879.163
qwen,prompt4_pairwise_fewshot,titanium,mae,3.0620842572062084,0.049505795037175324,2.9822616407982263,3.1019955654101996,5,4982879.163
qwen,prompt4_pairwise_fewshot,titanium,rmse,4.204981189823523,0.04933229746739232,4.125256156798239,4.242640687119285,5,4982879.163
qwen,prompt4_pairwise_fewshot,usergrid,pearson,0.16351441259668764,0.06639234478228347,0.07962204207274469,0.23186538256332806,5,1143237.344
qwen,prompt4_pairwise_fewshot,usergrid,spearman,0.15030299533144423,0.053189772304103114,0.0997804214871691,0.21520839557544272,5,1143237.344
qwen,prompt4_pairwise_fewshot,usergrid,mae,1.5072164948453608,0.11089065409917413,1.3402061855670102,1.6185567010309279,5,1143237.344
qwen,prompt4_pairwise_fewshot,usergrid,rmse,2.0422686967695025,0.10319891892824345,1.8941037104602751,2.1610421311912233,5,1143237.344
