model,prompt,project,metric,mean,std,min,max,n_runs,total_runtime
qwen,prompt1_zeroshot,jirasoftware_filtered,mae,2.156923076923077,0.08593378488473188,2.076923076923077,2.2615384615384615,5,239626.32899999997
qwen,prompt1_zeroshot,jirasoftware_filtered,rmse,2.9163748926620547,0.10370414225419704,2.7651679598450882,3.045804175734723,5,239626.32899999997
qwen,prompt1_zeroshot,mesos,pearson,0.3787262380764495,0.02873395267345393,0.3281023934446575,0.3959908862211972,5,1234432.856
qwen,prompt1_zeroshot,mesos,spearman,0.443952751832002,0.011680684735141852,0.4315267495938488,0.46304825424862384,5,1234432.856
qwen,prompt1_zeroshot,mesos,mae,1.6797619047619048,0.03866757564026594,1.6160714285714286,1.7172619047619047,5,1234432.856
qwen,prompt1_zeroshot,mesos,rmse,2.3403271048594974,0.04243334230576717,2.2828292804783987,2.3954321610296625,5,1234432.856
qwen,prompt1_zeroshot,moodle,pearson,0.1390508610767453,0.018165374157824498,0.12248730734968646,0.1698180629644378,5,925516.864
qwen,prompt1_zeroshot,moodle,spearman,0.16500913478196735,0.02209673407940994,0.13521955087071558,0.18956388434375385,5,925516.864
qwen,prompt1_zeroshot,moodle,mae,5.392307692307692,0.04724107215533526,5.333333333333333,5.444444444444445,5,925516.864
qwen,prompt1_zeroshot,moodle,rmse,9.36274390526842,0.04212669510247156,9.291113298458175,9.391303487619874,5,925516.864
qwen,prompt1_zeroshot,mule,pearson,0.3675089641749154,0.04785789043640302,0.3256199129466951,0.4333054737588366,5,715264.797
qwen,prompt1_zeroshot,mule,spearman,0.4003683371839798,0.03704662427951527,0.36874580776466315,0.4443971716255366,5,715264.797
qwen,prompt1_zeroshot,mule,mae,2.221348314606742,0.0803979497528013,2.106741573033708,2.331460674157303,5,715264.797
qwen,prompt1_zeroshot,mule,rmse,3.1426476816826963,0.1002198317183483,3.014012220101529,3.2507561782356236,5,715264.797
qwen,prompt1_zeroshot,mulestudio,pearson,0.35037326165331034,0.0340466845914368,0.32146866420272213,0.4034358509567826,5,585835.78
qwen,prompt1_zeroshot,mulestudio,spearman,0.3631036320981127,0.05160399907209857,0.29501815973898465,0.41731207253846025,5,585835.78
qwen,prompt1_zeroshot,mulestudio,mae,3.5945578231292514,0.07705414280078428,3.4625850340136055,3.6530612244897958,5,585835.78
qwen,prompt1_zeroshot,mulestudio,rmse,5.379645350060467,0.0337732551780116,5.3375833406484015,5.427944825992026,5,585835.78
qwen,prompt1_zeroshot,springxd,pearson,0.2869819058511178,0.025798081960673343,0.2664453972046342,0.32681005169261035,5,2988097.855
qwen,prompt1_zeroshot,springxd,spearman,0.33760420818144743,0.019579174778972825,0.31262548770059423,0.35427881501374103,5,2988097.855
qwen,prompt1_zeroshot,springxd,mae,2.071388101983003,0.04451740185009762,2.0269121813031163,2.1458923512747874,5,2988097.855
qwen,prompt1_zeroshot,springxd,rmse,2.7283501529050715,0.056616767123555636,2.6678762601321617,2.815628178517195,5,2988097.855
qwen,prompt1_zeroshot,talenddataquality,pearson,0.3459407120665035,0.02722832649052058,0.3130127303545152,0.3720210773828436,5,1225603.205
qwen,prompt1_zeroshot,talenddataquality,spearman,0.4287468779462733,0.014518306808470618,0.414650063736636,0.4475877262880468,5,1225603.205
qwen,prompt1_zeroshot,talenddataquality,mae,2.6389891696750905,0.05175188154090764,2.577617328519856,2.703971119133574,5,1225603.205
qwen,prompt1_zeroshot,talenddataquality,rmse,3.8950763853400736,0.19540348432171056,3.764262888037007,4.213181995484626,5,1225603.205
qwen,prompt1_zeroshot,talendesb,pearson,0.3689299695428921,0.048673069847600586,0.29032510527281746,0.4134588276153084,5,799976.569
qwen,prompt1_zeroshot,talendesb,spearman,0.5033315286482889,0.045333426651578176,0.42782242883505384,0.5411992401636263,5,799976.569
qwen,prompt1_zeroshot,talendesb,mae,3.129885057471264,0.17425264610423993,2.954022988505747,3.3793103448275863,5,799976.569
qwen,prompt1_zeroshot,talendesb,rmse,3.8110825873244862,0.21041514778713533,3.6143074565958826,4.0442949742916205,5,799976.569
qwen,prompt1_zeroshot,titanium,pearson,0.2959490820249726,0.10248542184551873,0.12208148401404532,0.37145810236867915,5,2149006.433
qwen,prompt1_zeroshot,titanium,spearman,0.3461844783262812,0.016955696634241707,0.32009814713490015,0.36678352006177206,5,2149006.433
qwen,prompt1_zeroshot,titanium,mae,2.2793791574279383,0.06650036698212342,2.2172949002217295,2.388026607538803,5,2149006.433
qwen,prompt1_zeroshot,titanium,rmse,3.812583586403209,0.6675008094920797,3.449348407248795,5.003546414135033,5,2149006.433
qwen,prompt1_zeroshot,usergrid,pearson,0.1952523831872269,0.07202082505840599,0.10597374222349042,0.2982847402259833,5,472945.45700000005
qwen,prompt1_zeroshot,usergrid,spearman,0.18831086783514212,0.08684347433467049,0.10599142936123901,0.31942681610735374,5,472945.45700000005
qwen,prompt1_zeroshot,usergrid,mae,1.9917525773195877,0.07194369617471301,1.9175257731958764,2.0927835051546393,5,472945.45700000005
qwen,prompt1_zeroshot,usergrid,rmse,2.7443337340937313,0.18505148781182143,2.5826542727944646,3.061230801592483,5,472945.45700000005
qwen,prompt2_count,appceleratorstudio,pearson,0.3416409960533911,0.00917188505308288,0.3316742649804615,0.3566434174231545,5,1320424.5680000002
qwen,prompt2_count,appceleratorstudio,spearman,0.33688577443976564,0.015374378479459548,0.32255105706974124,0.35649930532003526,5,1320424.5680000002
qwen,prompt2_count,appceleratorstudio,mae,1.6643835616438356,0.05012767523391934,1.601027397260274,1.7345890410958904,5,1320424.5680000002
qwen,prompt2_count,appceleratorstudio,rmse,2.3833467316375465,0.05629241868796234,2.309524650136699,2.4616928132586557,5,1320424.5680000002
qwen,prompt2_count,aptanastudio,pearson,0.31073372748032446,0.054314498381327896,0.2641579898593278,0.4014316801965458,5,609118.027
qwen,prompt2_count,aptanastudio,spearman,0.3180110471282468,0.05257722208208215,0.2704189707071461,0.40745490011214464,5,609118.027
qwen,prompt2_count,aptanastudio,mae,3.6096385542168674,0.12356007634446703,3.4457831325301207,3.753012048192771,5,609118.027
qwen,prompt2_count,aptanastudio,rmse,5.6094112310064395,0.153472272969761,5.3526257490729305,5.734591717696622,5,609118.027
qwen,prompt2_count,bamboo,pearson,0.4218847840194589,0.10236564248604978,0.27611174260462484,0.5615561647173865,5,366458.70699999994
qwen,prompt2_count,bamboo,spearman,0.3994661175214115,0.06928287668924855,0.3025679062549895,0.4736433522389804,5,366458.70699999994
qwen,prompt2_count,bamboo,mae,1.3085714285714285,0.04343525428949096,1.2380952380952381,1.3523809523809525,5,366458.70699999994
qwen,prompt2_count,bamboo,rmse,1.7683634113006028,0.054939228893203004,1.679001971126782,1.820517979665599,5,366458.70699999994
qwen,prompt2_count,clover,pearson,0.45306754423068724,0.014628488067048024,0.4282212829453211,0.4646531168225034,5,302276.924
qwen,prompt2_count,clover,spearman,0.6229777048224758,0.04701437841256731,0.5538171887864509,0.6825724160697839,5,302276.924
qwen,prompt2_count,clover,mae,3.376623376623377,0.08315745762899805,3.2337662337662336,3.4415584415584415,5,302276.924
qwen,prompt2_count,clover,rmse,7.748880273411084,0.04482960926974505,7.701408203159232,7.79860127318879,5,302276.924
qwen,prompt2_count,datamanagement,pearson,0.4134050805437367,0.027408984079222685,0.38691944487328667,0.4583231980466834,5,4031883.78
qwen,prompt2_count,datamanagement,spearman,0.4333216660615745,0.017427465169392097,0.4063224076995196,0.4494750982359113,5,4031883.78
qwen,prompt2_count,datamanagement,mae,5.78051391862955,0.03714293096081705,5.735546038543897,5.825481798715203,5,4031883.78
qwen,prompt2_count,datamanagement,rmse,13.477604967158438,0.0363906611078588,13.432119770972708,13.519198815636315,5,4031883.78
qwen,prompt2_count,duracloud,pearson,0.4639834049404232,0.03377719442785574,0.4146585290117667,0.5049492826184334,5,604285.676
qwen,prompt2_count,duracloud,spearman,0.5366248513849958,0.019672337853932163,0.5110030768183944,0.5592959143580768,5,604285.676
qwen,prompt2_count,duracloud,mae,1.0477611940298508,0.01718039467644973,1.0298507462686568,1.0671641791044777,5,604285.676
qwen,prompt2_count,duracloud,rmse,1.3612893328657023,0.027899272159717135,1.3382992102364115,1.3929459815307579,5,604285.676
qwen,prompt2_count,jirasoftware_filtered,pearson,0.4267246207213004,0.036687878224373,0.38564314412250306,0.481959547840606,5,313447.388
qwen,prompt2_count,jirasoftware_filtered,spearman,0.5206314268646113,0.035255696000244696,0.46555871552014655,0.5529433339505727,5,313447.388
qwen,prompt2_count,jirasoftware_filtered,mae,2.369230769230769,0.14432048491764404,2.2,2.5692307692307694,5,313447.388
qwen,prompt2_count,jirasoftware_filtered,rmse,3.044920642444876,0.13514865596321968,2.8956200345721097,3.2272875011973468,5,313447.388
qwen,prompt2_count,mesos,pearson,0.45947587935208317,0.032196300401933955,0.4231576223634469,0.5024898297201743,5,1608756.088
qwen,prompt2_count,mesos,spearman,0.5070238583952817,0.030036219153570267,0.45898896311101917,0.5386186830297747,5,1608756.088
qwen,prompt2_count,mesos,mae,1.111904761904762,0.041056329177519994,1.0535714285714286,1.1607142857142858,5,1608756.088
qwen,prompt2_count,mesos,rmse,1.697337947756387,0.038515390576242564,1.6420805617960927,1.735484013727802,5,1608756.088
qwen,prompt2_count,moodle,pearson,0.15155025959726556,0.030638952534157073,0.11100648707537149,0.1853180411222046,5,1181471.069
qwen,prompt2_count,moodle,spearman,0.17422713081174593,0.03969741995530703,0.13487402201439502,0.23869552853380738,5,1181471.069
qwen,prompt2_count,moodle,mae,6.713675213675214,0.18238903703310505,6.427350427350428,6.8760683760683765,5,1181471.069
qwen,prompt2_count,moodle,rmse,9.280628845677,0.14912862171309244,9.14718208908843,9.460443964212251,5,1181471.069
qwen,prompt2_count,mule,pearson,0.49703896382579826,0.056134123115267116,0.41606847496408017,0.5619407384969743,5,918144.6639999999
qwen,prompt2_count,mule,spearman,0.48770999041696983,0.040154355360642324,0.4274031986062257,0.5206269226768272,5,918144.6639999999
qwen,prompt2_count,mule,mae,2.2314606741573035,0.08047642507626965,2.134831460674157,2.342696629213483,5,918144.6639999999
qwen,prompt2_count,mule,rmse,3.0599033062069685,0.11194565941133532,2.94328410934361,3.23516493162736,5,918144.6639999999
qwen,prompt2_count,mulestudio,pearson,0.3222392305431744,0.03594862047727632,0.2712320065088371,0.365490151390509,5,756656.961
qwen,prompt2_count,mulestudio,spearman,0.34419203471814025,0.036872976572593,0.3101050439477827,0.39702602634044387,5,756656.961
qwen,prompt2_count,mulestudio,mae,3.5578231292517004,0.04881870780410652,3.496598639455782,3.6122448979591835,5,756656.961
qwen,prompt2_count,mulestudio,rmse,5.209726105328255,0.060946641992349206,5.122313465427046,5.281851870667471,5,756656.961
qwen,prompt2_count,springxd,pearson,0.35215805921933824,0.019095170387431304,0.3293184630084962,0.3813858154369786,5,3875641.688
qwen,prompt2_count,springxd,spearman,0.40773279681339786,0.011686289943475967,0.39440770146869386,0.4217469468372527,5,3875641.688
qwen,prompt2_count,springxd,mae,1.5396600566572238,0.015353741776684741,1.5226628895184136,1.5637393767705383,5,3875641.688
qwen,prompt2_count,springxd,rmse,2.3110172567383755,0.026434173633254537,2.272199269081301,2.3455098444890186,5,3875641.688
qwen,prompt2_count,talenddataquality,pearson,0.4464415401665871,0.02288557225347732,0.4104345615682381,0.4734752238807901,5,1623023.649
qwen,prompt2_count,talenddataquality,spearman,0.47090531093909627,0.04095171614890759,0.4239005000916396,0.5168083626219171,5,1623023.649
qwen,prompt2_count,talenddataquality,mae,2.355956678700361,0.044405799629415016,2.2815884476534296,2.3935018050541514,5,1623023.649
qwen,prompt2_count,talenddataquality,rmse,3.55262115920699,0.04984466239701936,3.521465891026158,3.6409226426183086,5,1623023.649
qwen,prompt2_count,talendesb,pearson,0.3766105957777236,0.04839837468066129,0.3071731635511824,0.4222418713543118,5,1026040.0239999999
qwen,prompt2_count,talendesb,spearman,0.4783698096886453,0.022037570391652023,0.44554118842108803,0.49584403225665064,5,1026040.0239999999
qwen,prompt2_count,talendesb,mae,1.9816091954022987,0.08111392535345917,1.8563218390804597,2.0402298850574714,5,1026040.0239999999
qwen,prompt2_count,talendesb,rmse,2.4999584340998364,0.11168002683795761,2.3255205819367615,2.5808757312644643,5,1026040.0239999999
qwen,prompt2_count,titanium,pearson,0.38713532068629924,0.04458221866011179,0.32265132893333,0.43506165463832486,5,2772747.907
qwen,prompt2_count,titanium,spearman,0.3729680637172426,0.016476351787559896,0.3530639941997674,0.39428321041903047,5,2772747.907
qwen,prompt2_count,titanium,mae,1.964079822616408,0.03371455043680393,1.9113082039911309,1.9955654101995566,5,2772747.907
qwen,prompt2_count,titanium,rmse,3.16607532487428,0.09059323129573485,3.0596436179294053,3.2965075922840974,5,2772747.907
qwen,prompt2_count,usergrid,pearson,0.2180905000013706,0.048910246124583785,0.16815951530919732,0.2758993766782093,5,609384.9029999999
qwen,prompt2_count,usergrid,spearman,0.21286278310492923,0.04105358612893474,0.18139906368764164,0.28325740325259674,5,609384.9029999999
qwen,prompt2_count,usergrid,mae,1.445360824742268,0.10846811082525883,1.2989690721649485,1.5876288659793814,5,609384.9029999999
qwen,prompt2_count,usergrid,rmse,1.9689200384664212,0.11153374080136266,1.850048759457743,2.0758801387641492,5,609384.9029999999
qwen,prompt2_scale,appceleratorstudio,pearson,0.34517028669450306,0.026180391436193072,0.3220405733188857,0.3839738607903283,5,992577.419
qwen,prompt2_scale,appceleratorstudio,spearman,0.37905810234389065,0.02865563325855102,0.3570542987065308,0.4241251090359655,5,992577.419
qwen,prompt2_scale,appceleratorstudio,mae,2.9065068493150683,0.08073952440580781,2.816780821917808,3.035958904109589,5,992577.419
qwen,prompt2_scale,appceleratorstudio,rmse,4.7204690607827136,0.14504042729418162,4.560476423081195,4.911372042766232,5,992577.419
qwen,prompt2_scale,aptanastudio,pearson,0.34464287395519444,0.07415268472887022,0.26624684000684457,0.4397804046068136,5,424541.2320000001
qwen,prompt2_scale,aptanastudio,spearman,0.3428678131946776,0.025165005084398263,0.30880845992549033,0.37734851030621447,5,424541.2320000001
qwen,prompt2_scale,aptanastudio,mae,4.539759036144578,0.18250129002103227,4.355421686746988,4.765060240963855,5,424541.2320000001
qwen,prompt2_scale,aptanastudio,rmse,6.677100619351052,0.5454517234019824,6.189283392741251,7.498192553293431,5,424541.2320000001
qwen,prompt2_scale,bamboo,pearson,0.4277483941684547,0.11204744171639772,0.29571093839737067,0.5540302136107913,5,280616.451
qwen,prompt2_scale,bamboo,spearman,0.4165190287945295,0.07060834078946526,0.36625833343304853,0.5363708957235803,5,280616.451
qwen,prompt2_scale,bamboo,mae,1.9142857142857141,0.14317425122259908,1.7523809523809524,2.1333333333333333,5,280616.451
qwen,prompt2_scale,bamboo,rmse,2.362906161051118,0.1523943731385379,2.233937373893053,2.6076809620810595,5,280616.451
qwen,prompt2_scale,clover,pearson,0.5356469363993,0.027908625327975552,0.5060315161656503,0.580975862669892,5,235166.22499999998
qwen,prompt2_scale,clover,spearman,0.660556862938683,0.0501851632660893,0.6040500140932986,0.7320326394040811,5,235166.22499999998
qwen,prompt2_scale,clover,mae,3.641558441558442,0.11269554883073576,3.5064935064935066,3.8051948051948052,5,235166.22499999998
qwen,prompt2_scale,clover,rmse,6.994341269921573,0.13348752252934412,6.8357349807663494,7.157776626422917,5,235166.22499999998
qwen,prompt2_scale,datamanagement,pearson,0.4642033739758875,0.026549886283976074,0.4358644744057294,0.4979185059791197,5,4858783.021
qwen,prompt2_scale,datamanagement,spearman,0.4909473892646202,0.019003583505496965,0.46029966465361033,0.5096238196087015,5,4858783.021
qwen,prompt2_scale,datamanagement,mae,8.119700214132761,0.16314787667364616,7.904710920770878,8.331905781584583,5,4858783.021
qwen,prompt2_scale,datamanagement,rmse,14.7416200429351,0.3409356381055211,14.234386991341493,15.185716832515505,5,4858783.021
qwen,prompt2_scale,duracloud,pearson,0.49468215800378806,0.03388275916417561,0.4470046139208719,0.5277183224250174,5,878926.4480000001
qwen,prompt2_scale,duracloud,spearman,0.48999467321720225,0.038016434251805176,0.43553268048293264,0.5365413408440153,5,878926.4480000001
qwen,prompt2_scale,duracloud,mae,1.3044776119402985,0.08820504069905906,1.208955223880597,1.4029850746268657,5,878926.4480000001
qwen,prompt2_scale,duracloud,rmse,1.8339311574680786,0.1405390838865388,1.6481559120567935,1.9868973788371282,5,878926.4480000001
qwen,prompt2_scale,jirasoftware_filtered,pearson,0.47675592437862,0.07792113473306993,0.3858724786767218,0.5917995119052778,5,461896.304
qwen,prompt2_scale,jirasoftware_filtered,spearman,0.530576579167577,0.04389834124637644,0.4674688366099945,0.5847818803072071,5,461896.304
qwen,prompt2_scale,jirasoftware_filtered,mae,2.766153846153846,0.24432009269052707,2.5076923076923077,3.1076923076923078,5,461896.304
qwen,prompt2_scale,jirasoftware_filtered,rmse,4.109670549202865,0.2769864793267332,3.8290388430438336,4.48587526833693,5,461896.304
qwen,prompt2_scale,mesos,pearson,0.4651690771467643,0.04150197474488581,0.40255924277059935,0.5148431350232703,5,2525261.041
qwen,prompt2_scale,mesos,spearman,0.5327938995572634,0.04321406997496706,0.46296774520946715,0.5800494110075956,5,2525261.041
qwen,prompt2_scale,mesos,mae,1.5696428571428573,0.08163121367069996,1.4285714285714286,1.630952380952381,5,2525261.041
qwen,prompt2_scale,mesos,rmse,2.571461655611407,0.36813429454068525,2.265817417937414,3.088958832141773,5,2525261.041
qwen,prompt2_scale,moodle,pearson,0.09719640357321244,0.04665311938220356,0.05449366797078935,0.15954769702967175,5,1957113.272
qwen,prompt2_scale,moodle,spearman,0.147628030601888,0.03533981627619397,0.10347199910648491,0.18193949931863007,5,1957113.272
qwen,prompt2_scale,moodle,mae,7.13931623931624,0.1663266309926608,6.854700854700854,7.282051282051282,5,1957113.272
qwen,prompt2_scale,moodle,rmse,11.267823401075365,0.6178456233246673,10.341188081655364,11.9853899665206,5,1957113.272
qwen,prompt2_scale,mule,pearson,0.4436830838308422,0.0572388093781457,0.3761741530269038,0.5043651945118292,5,1622218.1099999999
qwen,prompt2_scale,mule,spearman,0.4404361046434758,0.039598301578107765,0.38851009933936614,0.47899810507528884,5,1622218.1099999999
qwen,prompt2_scale,mule,mae,2.6483146067415726,0.06701660880200751,2.5730337078651684,2.747191011235955,5,1622218.1099999999
qwen,prompt2_scale,mule,rmse,3.7434190741191165,0.1364895745177236,3.615665043648978,3.974638701692113,5,1622218.1099999999
qwen,prompt2_scale,mulestudio,pearson,0.32543858254672026,0.02203218725098456,0.29227657778617955,0.3437730040705418,5,1395434.133
qwen,prompt2_scale,mulestudio,spearman,0.3535381066687549,0.02603726801606724,0.3195470529146781,0.38382220487635527,5,1395434.133
qwen,prompt2_scale,mulestudio,mae,3.8244897959183675,0.026082026547865088,3.7891156462585034,3.857142857142857,5,1395434.133
qwen,prompt2_scale,mulestudio,rmse,5.482580297861391,0.08107755340860956,5.372517620095005,5.601263220012424,5,1395434.133
qwen,prompt2_scale,springxd,pearson,0.3916470780961603,0.018441853139911844,0.36590613470054095,0.41619121339682025,5,7878051.305999999
qwen,prompt2_scale,springxd,spearman,0.44195342139845495,0.02204621530105859,0.4087752668421433,0.4690158214323182,5,7878051.305999999
qwen,prompt2_scale,springxd,mae,2.993767705382436,0.05443223172566773,2.941926345609065,3.08356940509915,5,7878051.305999999
qwen,prompt2_scale,springxd,rmse,4.207319710407751,0.07887042499392134,4.116057135853324,4.291271858587608,5,7878051.305999999
qwen,prompt2_scale,talenddataquality,pearson,0.3944317140985619,0.04665923887401269,0.331126093250362,0.461915505790619,5,3492888.736
qwen,prompt2_scale,talenddataquality,spearman,0.4243655310364304,0.029114238116898526,0.3736556428405231,0.4443795262231782,5,3492888.736
qwen,prompt2_scale,talenddataquality,mae,4.044043321299638,0.13950161054427296,3.8050541516245486,4.166064981949458,5,3492888.736
qwen,prompt2_scale,talenddataquality,rmse,5.797412874843838,0.4260848149644237,5.074178989627048,6.201199371590095,5,3492888.736
qwen,prompt2_scale,talendesb,pearson,0.48058287739771394,0.07663995482038069,0.40873001588417895,0.5935696741138377,5,2311337.361
qwen,prompt2_scale,talendesb,spearman,0.5756512865304008,0.029957898782743155,0.5375555698079726,0.6071931829470655,5,2311337.361
qwen,prompt2_scale,talendesb,mae,2.2229885057471264,0.024178947089612202,2.1954022988505746,2.2528735632183907,5,2311337.361
qwen,prompt2_scale,talendesb,rmse,3.130333071706866,0.06435944717920068,3.042798167748754,3.205598550811614,5,2311337.361
qwen,prompt2_scale,titanium,pearson,0.3713314934579528,0.03787623352147505,0.33469166953161883,0.4238063003331243,5,6381370.488
qwen,prompt2_scale,titanium,spearman,0.36433807481745306,0.010104732986345325,0.35285156757047104,0.37652411666157276,5,6381370.488
qwen,prompt2_scale,titanium,mae,3.813747228381375,0.06692411650903138,3.7361419068736144,3.9002217294900223,5,6381370.488
qwen,prompt2_scale,titanium,rmse,6.191008756162332,0.2366512262768436,5.908203924560381,6.507883672065386,5,6381370.488
qwen,prompt2_scale,usergrid,pearson,0.23940028596877258,0.05104221466945736,0.1956591812508431,0.2964494206219223,5,1446131.557
qwen,prompt2_scale,usergrid,spearman,0.22562922661094748,0.05154916485701442,0.19016504917621255,0.3089125522945325,5,1446131.557
qwen,prompt2_scale,usergrid,mae,1.5195876288659793,0.060377527688026046,1.422680412371134,1.577319587628866,5,1446131.557
qwen,prompt2_scale,usergrid,rmse,2.10556179558172,0.045566865407295126,2.0534105398971794,2.1466828882441886,5,1446131.557
qwen,prompt3_pairwise,appceleratorstudio,accuracy,0.6794520547945206,0.012192454191039637,0.6592465753424658,0.6917808219178082,5,9059812.304
qwen,prompt3_pairwise,aptanastudio,accuracy,0.5831325301204819,0.02060557997167117,0.5542168674698795,0.608433734939759,5,2728136.1010000003
qwen,prompt3_pairwise,bamboo,accuracy,0.6647619047619047,0.03891965093657626,0.6095238095238096,0.6952380952380952,5,1745835.6770000001
qwen,prompt3_pairwise,clover,accuracy,0.787012987012987,0.02531634894755576,0.7532467532467533,0.8181818181818182,5,1293986.538
qwen,prompt3_pairwise,datamanagement,accuracy,0.6094218415417558,0.007623547374268912,0.5974304068522484,0.6167023554603854,5,16769256.791
qwen,prompt3_pairwise,duracloud,accuracy,0.782089552238806,0.00624373154129905,0.7761194029850746,0.7910447761194029,5,2551367.4570000004
qwen,prompt3_pairwise,jirasoftware_filtered,accuracy,0.7046153846153846,0.0068802091615378395,0.6923076923076923,0.7076923076923077,5,1248888.711
qwen,prompt3_pairwise,mesos,accuracy,0.7011904761904761,0.012904454398023098,0.6815476190476191,0.7142857142857143,5,6631440.046000001
qwen,prompt3_pairwise,moodle,accuracy,0.5504273504273505,0.01693300235569139,0.5256410256410257,0.5683760683760684,5,4751360.2129999995
qwen,prompt3_pairwise,mule,accuracy,0.7359550561797753,0.015385465098459719,0.7191011235955056,0.7584269662921348,5,3294780.334
qwen,prompt3_pairwise,mulestudio,accuracy,0.6122448979591837,0.010756046463157766,0.5986394557823129,0.6258503401360545,5,2666154.298
qwen,prompt3_pairwise,springxd,accuracy,0.6509915014164306,0.01671748172670883,0.6317280453257791,0.6770538243626062,5,13387014.165000001
qwen,prompt3_pairwise,talenddataquality,accuracy,0.6815884476534295,0.01757496237492864,0.6606498194945848,0.7075812274368231,5,5542797.029
qwen,prompt3_pairwise,talendesb,accuracy,0.732183908045977,0.013840913308956653,0.7126436781609196,0.7471264367816092,5,3558692.642
qwen,prompt3_pairwise,titanium,accuracy,0.6576496674057649,0.009613961591431804,0.6430155210643016,0.6674057649667405,5,9560135.547
qwen,prompt3_pairwise,usergrid,accuracy,0.6,0.028607086444353818,0.5567010309278351,0.6288659793814433,5,2112151.21
qwen,prompt4_pairwise_fewshot,appceleratorstudio,pearson,0.27368723132390416,0.03872465640818396,0.2091869455215218,0.3101238337165248,5,512218.28599999996
qwen,prompt4_pairwise_fewshot,appceleratorstudio,spearman,0.27835800505671726,0.032137403133296195,0.22782987562178864,0.3036537680682341,5,512218.28599999996
qwen,prompt4_pairwise_fewshot,appceleratorstudio,mae,3.1397260273972605,0.02006422648552338,3.1232876712328768,3.1678082191780823,5,512218.28599999996
