model,method,sample_size,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,precision_story_a_more,precision_equal,precision_story_b_more,recall_story_a_more,recall_equal,recall_story_b_more,f1_story_a_more,f1_equal,f1_story_b_more
openai,zero_shot,20,0.1,0.03333333333333333,0.3333333333333333,0.06060606060606061,0.01,0.1,0.01818181818181818,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.18181818181818182,0.0
openai,few_shot,20,0.1,0.03333333333333333,0.3333333333333333,0.06060606060606061,0.01,0.1,0.01818181818181818,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.18181818181818182,0.0
