model,method,sample_size,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,precision_story_a_more,precision_equal,precision_story_b_more,recall_story_a_more,recall_equal,recall_story_b_more,f1_story_a_more,f1_equal,f1_story_b_more
openai,zero_shot,20,0.5,0.5444444444444444,0.5,0.47222222222222215,0.5599999999999999,0.5,0.4625,0.4666666666666667,0.5,0.6666666666666666,0.7777777777777778,0.5,0.2222222222222222,0.5833333333333334,0.5,0.3333333333333333
openai,few_shot,20,0.75,0.8257575757575758,0.6851851851851851,0.7241830065359478,0.7647727272727274,0.75,0.7443137254901961,0.7272727272727273,1.0,0.75,0.8888888888888888,0.5,0.6666666666666666,0.8,0.6666666666666666,0.7058823529411765
