project_name,experiment_timestamp,model_used,test_samples_count,zero_shot_pearson,zero_shot_spearman,few_shot_pearson,few_shot_spearman
openai_test,2025-09-03T01:07:16.694855,gpt-4o-mini,5,0.7187500000000002,0.7499999999999999,0.579824276874451,0.6249999999999999
